PMID,title,abstract,Include_cont,Include_abs
10339943,[Pulmonary tumor mass aberration into the bronchus of the intact right lung during total left lung resection],"A 77-year-old male with lung cancer underwent a total left lung resection. During surgery, there was no ventilatory trouble such as hypoventilation or hypoxia. However, a mass was found in the right main bronchus by endobronchial fiberscopy before extubation. Because the mass could not be aspirated through the endobronchial fiberscope, we extracted it using basket-foreceps. We speculated that surgical procedures may have caused the tumor mass to move to the bronchus of the contralateral intact lung. Accordingly, fiberscopic examination of the airway before extubation should be mandatory, even if there is no ventilatory trouble during lung resection.",0,0
17205884,Lightwand-assisted nasotracheal intubation in awake ankylosing spondylitis,"Several techniques of airway management in ankylosing spondylitis (AS) have been reported. No study related specifically to the use of a lightwand-assisted intubation in AS has been previously described. The present case report demonstrates that an awake, nasotracheal intubation can be successfully performed to provide general anesthesia in a patient with AS. A 65-year-old Thai male was scheduled for exploratory surgery under general anesthesia. Past medical history consisted of hypertension and AS. The preoperative airway assessment showed limitation of mouth opening, an extremely anteriorly flexed and immobile cervical spine. An awake intubation under sedation and topical airway anesthesia were chosen. Multiple attempts at blind nasotracheal intubation and oral approach with lightwand were unsuccessful. Finally, intubation was successfully performed with lightwand by nasal route. This serves to show that an awake nasotracheal intubation with a lightwand may be a safe and useful alternative option for airway management in patients with severe ankylosing spondylitis.",0,0
26279410,Use of rotational angiography in assessing relationship of the airway to vasculature during cardiac catheterization,"Objectives: We are the first to describe the use of three-dimensional rotational angiography (3DRA) in creating multiplanar reconstruction (MPR) and volume rendering, in the catheterization suite, of airways at risk for compression by adjacent cardiac structures. Background: 3DRA has emerged as a promising tool for improved visualization of cardiac and vascular structures in congenital heart disease. Methods: This is a retrospective review of all available cases at our institution in which MPR from 3DRA was used to assess airways in relation to surrounding cardiovascular structures. Results: Eight cases were reviewed from January 1, 2011 to November 30, 2013. Seven children had complex biventricular anatomy, including repaired truncus arteriosus, repaired absent pulmonary valve, repaired double outlet right ventricle, and vascular rings. One child had double inlet left ventricle and had undergone a hybrid procedure (stenting of the patent ductus arteriosus and banding of bilateral pulmonary arteries) before the Glenn procedure. Six of these cases involved distortion or stenosis of the pulmonary conduit or branch pulmonary arteries. In all cases, the trachea and the main bronchi were clearly visualized using MPR. Management was affected by the visualization of the airways during the catheterization procedure in seven of eight cases. Four cases had intraprocedural bronchoscopy that confirmed airway findings seen by MPR. In one case, computed tomography confirmed left bronchial compression seen by MPR. Conclusions: 3DRA can visualize airway anatomy and its relationship to the vasculature accurately. This has significant implications for preinterventional planning, intraprocedural management, as well as postprocedural recovery.",0,0
8209984,Apparent massive tongue swelling. A complication of orotracheal intubation on the Intensive Care Unit,"The trachea of an 81-year-old woman was intubated with an orotracheal tube for emergency abdominal surgery and the tube was left in place for postoperative management on the Intensive Care Unit. After 36 h, she developed apparent massive tongue swelling. On closer examination, a normal sized tongue was found to be displayed by oedema of the floor of the mouth and submandibular space, secondary to purulent sialadenitis from right submandibular duct obstruction by the tracheal tube.",0,0
9515844,Preoperative bronchoscopic assessment of airway invasion by esophageal cancer: a prospective study,"Background: Bronchoscopy is frequently used to assess invasion of esophageal cancer into the tracheobronchial tree. Prospective studies evaluating the role of bronchoscopy in pretherapeutic staging of esophageal cancer are lacking. Study objectives: To evaluate the diagnostic utility of fiberoptic bronchoscopy for the assessment of airway involvement by esophageal carcinoma and its resectability. Patients and methods: In a prospective study, we analyzed 150 bronchoscopies in 116 consecutive patients with potentially operable esophageal carcinoma, and correlated the findings with other staging modalities, intraoperative evaluation, and histopathologic data. Results: One unknown additional bronchial cancer was found. In 32% of bronchoscopies performed in patients with esophageal cancer located above the tracheal bifurcation, some macroscopic abnormality was detected in the trachea and main bronchi, with mobile protrusion of the posterior tracheal wall being the most frequent abnormality (20.7%). When compared with histologic results, normal macroscopic appearance of the trachea and main bronchi had a negative predictive value of 98.5%, but the positive predictive value of all macroscopic abnormalities for the diagnosis of airway involvement was low, particularly after radiation therapy. The overall accuracy of bronchoscopy with multiple brush cytology and biopsy sampling in proving or excluding airway invasion in patients with otherwise operable conditions was 95.8% (95% confidence interval, 88.3 to 99.1%). Bronchoscopy was the sole decisive staging procedure, resulting in exclusion from surgery because of airway invasion, in 9.7% of patients with otherwise potentially operable conditions. The results of bronchoscopy and CT were discordant in 40% of the patients; the specificity and positive predictive value were higher for bronchoscopy than for CT. Conclusions: When performed as the last investigation in the staging workup, bronchoscopy with biopsy and brush cytology is a very accurate procedure in evaluating possible airway invasion of esophageal cancer; macroscopic findings alone are not reliable.",0,0
16492835,"Predictive performance of three multivariate difficult tracheal intubation models: a double-blind, case-controlled study","We performed a case-controlled, double-blind study to examine the performance of three multivariate clinical models (Wilson, Arné, and Naguib models) in the prediction of unanticipated difficult intubation. The study group consisted of 97 patients in whom an unanticipated difficult intubation had occurred. For each difficult intubation patient, a matched control patient was selected in whom tracheal intubation had been easily accomplished. Postoperatively, a blinded investigator evaluated both patients. The clinical assessment included the patient's weight, height, age, Mallampati score, interincisor gap, thyromental distance, thyrosternal distance, neck circumference, Wilson risk sum score, history of previous difficult intubation, and diseases associated with difficult laryngoscopy or intubation. The Naguib model was significantly more sensitive (81.4%; P < 0.0001) than the Arné (54.6%) or Wilson (40.2%) models. Both the Naguib (76.8%) and Arné (74.7%) model classified more intubations correctly (P = 0.01) than the Wilson model (66.5%). The specificity of Arné, Wilson, and Naguib model was 94.9%, 92.8%, and 72.2%, respectively (P < 0.0001). The corresponding area under the receiver operating characteristic curve was 0.87, 0.79, and 0.82, respectively. Our new model for prediction of difficult intubation was developed using logistic regression and includes thyromental distance, Mallampati score, interincisor gap, and height. This model is 82.5% sensitive and 85.6% specific with an area under the receiver operating characteristic curve of 0.90.",1,1
23493414,Comparison of clinical performance of the I-gel with LMA proseal,"Aim: To compare insertion characteristics of 2 different supraglottic devices [I-gel and Proseal laryngeal mask airway (PLMA)] and to observe any associated complications. Study design: This prospective, randomized study was conducted in 80 patients [Group I - I-gel insertion (n = 40) and Group P - LMA Proseal insertion (n =40)] of ASA grades I/II, of either sex in the age group 18-65 years. Both groups were compared with respect to ease of insertion, insertion attempts, fiberoptic assessment, airway sealing pressure, ease of gastric tube placement, and other complications. Materials and methods: All patients were asked to fast overnight. Patients were given alprazolam 0.25 mg orally at 10 p.m. the night before surgery and again 2 hours prior to surgery with 1-2 sips of water. Glycopyrrolate 0.2 mg, metoclopramide 10 mg, and ranitidine 50 mg were administered intravenously to the patients 45 minutes prior to the surgery. Once adequate depth of anesthesia was achieved either of the 2 devices, selected using a random computerized table, was inserted by an experienced anesthesiologist. In group I, I-gel was inserted and in patients of group P, PLMA was inserted. Statistical analysis: Student t-test and Mann-Whitney test were employed to compare the means; for categorical variables, Chi-square test was used. Result: Mean insertion time for the I-gel (11.12 ± 1.814 sec) was significantly lower than that of the PLMA (15.13 ± 2.91 sec) (P = 0.001). I-gel was easier to insert with a better anatomic fit. Mean airway sealing pressure in the PLMA group (29.55 ± 3.53 cm H2O) was significantly higher than in the I-gel group (26.73 ± 2.52 cm H2O; P = 0.001). Ease of gastric tube insertion was significantly higher in the I-gel group (P = 0.001). Incidence of blood staining of the device, sore throat and dysphagia were observed more in PLMA group. No other complications were observed in either of the groups.",0,0
8793918,Airway management for pediatric emergencies,"Several factors increase the difficulty and urgency of airway management in children in the emergency setting. Early and appropriate airway management are of prime importance in improving the outcome of such patients. The major decision points of airway management include one's assessment of the airway and ability to perform endotracheal intubation. If the airway is judged to be normal, oral endotracheal intubation following sedation and neuromuscular blockade is suggested. Rapid sequence intubation to prevent acid aspiration should be used. While the medications for airway management generally are administered intravenously, it should be kept in mind that intraosseous access is an acceptable alternative for the administration of several different agents, including those used for endotracheal intubation. If the airway cannot be secured following the administration of anesthetic and neuromuscular blocking agents, the ASA algorithm for the ""cannot intubate/cannot ventilate"" scenario should be followed (Figure). When the airway is judged to be abnormal, one of the above described awake techniques may be used. While there is ample literature concerning these techniques in adults, their use in children has been limited. Most importantly, considerable practice may be required to become and stay facile with many of these ""alternative techniques"" of airway management. In certain circumstances, surgical cricothyrotomy should be considered as an alternative to airway management. Regardless of the technique chosen, appropriate personnel and preparation are mandatory to ensure the safe and effective management of the airway in the pediatric trauma patient. Due to the various skills and expertise of different subspecialists, a multidisciplinary approach to such patients is recommended. Such an approach may include pediatricians, emergency room physicians, surgical subspecialists, anesthesiologists, and critical care physicians.",0,0
10217547,Effects of dexamethasone on airway hyper-responsiveness to the adenosine A1 receptor agonist cyclo-pentyl adenosine in an allergic rabbit model,"1. New Zealand White (NZW) rabbits were immunized within 24 h of birth with Alternaria tenuis in aluminium hydroxide (Al (OH)3) (i.p.) or sham immunized (saline plus Al (OH)3 i.p.) and subsequently injected with the allergen (i.p.) or sham-immunized for the next 3 months. At 3 months of age, baseline airway responsiveness was assessed using cyclo-pentyl adenosine (CPA). Bronchoalveolar lavage (BAL) was performed in all animals and samples of peripheral blood were collected from some animals for estimation of dexamethasone levels. In some animals, blood was collected at the end of the experiment and cellular function was assessed by measurement of ex vivo proliferation of mononuclear cells in response to phytohaemagglutinin (PHA). 2. Allergen immunization significantly increased baseline airway responsiveness to inhaled CPA (P<0.05) in comparison with sham-immunized animals, at 3 months after immunization. Dexamethasone (0.5 mg kg(-1) day(-1)) treatment for 1 month did not modify this established airway hyper-responsiveness to CPA. Dexamethasone treatment did not affect either total or differential cell numbers in BAL fluid during the 4 week period, although significant plasma levels of dexamethasone were achieved in dexamethasone treated animals. 3. Treatment of rabbits with dexamethasone (0.1 mg kg(-1) i.p.), 6 h prior to each allergen injection from the neonatal stage, significantly reduced baseline airway hyper-responsiveness to CPA measured at 3 months (P<0.05). There was no significant difference in either total or differential cell numbers in BAL fluid, or any difference in mitogen-induced proliferation of mononuclear cells between dexamethasone and vehicle treated rabbits. 4. These results suggest that introduction of glucocorticosteroids in early life can prevent baseline airway hyper-responsiveness to inhaled CPA in allergic rabbits. However, once established, such underlying airway hyper-responsiveness is difficult to resolve, even with prolonged treatment with glucocorticosteroids.",0,0
24918851,Is the anesthesiologist actually prepared for loss of airway or respiratory function? A cross-sectional study conducted in a tertiary hospital,"Objective: To identify compliance with the procedures for securing the airway of patients submitted to anesthesia, defined as highly recommended in the World Health Organization Surgical Safety Checklist. Methods: A prospective, cross-sectional, observational study was conducted with 87 patients aged 18 to 60 years, classified as ASA grade 1 or 2 according to the American Society of Anesthesiologists' Physical Status Classification. The study variables consisted of: whether the Mallampati test had been performed, whether equipment was readily available for orotracheal intubation, whether the correct placement of the endotracheal tube was verified, whether patient ventilation was monitored and whether fasting was confirmed. Prevalence ratios and their respective 95% confidence intervals were calculated as measures of relative risk. Statistical significance was defined at 5%. Results: It was found that in 87.4% of patients, the airway was not evaluated using the Mallampati classification and in 51.7% of cases, preoperative fasting was not confirmed. In 29.9% of cases, the ready availability of equipment for orotracheal intubation was not verified. In all of the cases in which the availability of this equipment was not checked, the patient was submitted to regional anesthesia, with a statistically significant difference compared to the cases in which the patient was submitted to general anesthesia. Conclusion: Measures considered essential for the safety of the patient during surgery are still being ignored.",0,0
9052311,The effect of goiter on endotracheal intubation,"The incidence of difficulty in tracheal intubation in the presence of goiter was investigated. Data were collected in a series of 4742 consecutive adult patients undergoing general anesthesia. The prevalence of goiter was 6.8%. Fifteen anesthesiologists performed the preoperative airway assessment using standardized guidelines. Seven individual risk factors were correlated with the potential for difficult tracheal intubation. Whenever evidence of goiter or airway pathology was observed, the evaluation was completed by indirect laryngoscopy and radiologic examination to establish the presence of any anatomical deviation. Difficult intubation was defined as inadequate exposure of the glottis by direct laryngoscopy. There was no difference in probability of difficulty in tracheal intubation between patients who presented for thyroidectomy and patients with goiter estimated as a random finding. Statistical analysis revealed an increased risk of difficult intubation amongst goiter patients compared with patients with no evidence of any risk factor (6.8% vs 0.9%, P < 10(-8), relative risk = 7.4). We conclude that goiter, when accompanied by airway deformity, constitutes an aggravating factor for difficult intubation.",0,0
26849245,Anatomical location of the vocal cords in relation to cervical vertebrae: A new predictor of difficult laryngoscopy?,"Background: Several anatomical factors, such as prognathism, sex, short thyromental distance and others are known to make direct laryngoscopy difficult. Objective: We investigated the hypothesis that the anatomical position of the vocal cords in relation to the cervical vertebrae correlates with difficult laryngoscopy. Existing MRI was used to identify the position of the vocal cords relative to the cervical spine in patients with and without difficult laryngoscopy. Design: Observational study with adaptive enrichment. Setting: University hospital. Patients: A total of 142 adult patients, 91 with easy (Cormack-Lehane class 1 or 2) and 51 with difficult (Cormack-Lehane class 3 or 4) laryngoscopy. Main outcome measures: Position of the vocal cords relative to cervical vertebrae in patients with easy vs. difficult laryngoscopy. Results: In patients with difficult laryngoscopy, we found a higher incidence of cranial position of the vocal cords in relation to the cervical spine compared with patients with easy laryngoscopy (P < 0.001). Conclusion: Anaesthesiologists should take advantage of existing imaging of the cervical spine when assessing the patient's airway.",0,0
23471156,Biomimetic metal oxides for the extraction of nanoparticles from water,"Contamination of nanomaterials in the environment will pose significant health risks in the future. A viable purification method is necessary to address this problem. Here we report the synthesis and application of a series of metal oxides prepared using a biological template for the removal of nanoparticles from the aqueous environment. A simple synthesis of metal oxides such as ZnO, NiO, CuO, Co3O4 and CeO2 employing eggshell membrane (ESM) as a biotemplate is reported. The morphology of the metal oxide powders was characterized using electron microscopes and the lattice structure was established using X-ray diffraction methods. Extraction of nanoparticles from water was carried out to compare the efficiency of metal oxides. NiO showed good extraction efficiency in removing gold and silver nanoparticles from spiked water samples within an hour. Easy access and enhanced stability of metal oxides makes them interesting candidates for applications in industrial effluent treatments and water purifications.",0,0
15316231,Use of morphological indicators to predict outcomes of palatopharyngeal surgery in patients with obstructive sleep apnea,"There is no consensus on how to quantify the abnormality of upper airway structures in patients with obstructive sleep apnea (OSA). This research aimed to use morphological indicators as clinical predictors to correlate morphological stage and surgical results in OSA patients. One hundred and five patients with OSA received palatopharyngeal surgery, i.e. extended uvulopalatal flap (EUPF). Morphological indicators including modified Mallampati grade (MMP), tonsil size, and body mass index were used to stage OSA patients preoperatively. Change of respiratory disturbance index (RDI) was used to monitor change of sleep apnea events. Success rates were compared among patients of different morphological stages. One year after EUPF, the success rates of EUPF in stage I, II, and III patients were 100, 92.9 and 61.4%, respectively. Change of RDI was significantly correlated with MMP and tonsil size. MMP and tonsil size were predictive of the change of RDI (R(2) = 0.29). Morphological stage may serve as a reliable selection criterion for patients undergoing EUPF surgery and can significantly predict the change of sleep apnea events following EUPF surgery.",0,0
27482317,Difficult endotracheal intubation secondary to tracheal deviation and stenosis in a patient with severe kyphoscoliosis: a case report,"We report on a case of difficult endotracheal intubation in a patient with marked tracheal deviation at an angle of 90 degrees combined with stenosis due to kyphoscoliosis with vertebral body fusion. After induction of general anesthesia, a proper laryngeal view was easily obtained using a videolaryngoscope. But a tracheal tube could not be advanced more than 3 cm beyond the vocal cords due to resistance, despite various attempts, including the use of small size tubes, full rotation of the tube tip, and fiberoptic bronchoscopy. Ultimately, the airway was successfully secured by placing a tube tip above the area of resistance and by additionally packing saline-soaked gauzes around the tracheal inlet to minimize gas leakage and to fasten the tube in the trachea.",0,0
15684263,Glottic insertion of the ProSeal LMA occurs in 6% of cases: a review of 627 patients,"Purpose: Glottic insertion of the ProSeal Laryngeal Mask Airway (PLMA) has received little attention in the anesthesiology literature. We investigated the incidence and depth of insertion associated with this important cause for a failed insertion attempt with the PLMA. Methods: With Institutional Review Board approval, we reviewed 15-months' use of the PLMA. Diagnosis of glottic insertion involved a test with children's bubble solution placed on the drain tube port, as well as a fibreoptic examination of the airway of patients experiencing airway obstruction. Patients were anesthetized and paralyzed and the PLMA was inserted deflated with the fingertip method (women size 4, men size 5). The cuff was inflated and a soap membrane established on the drain tube port. Glottic insertion was diagnosed by applying fingertip pressure to the patient's chest wall and observing pulmonary exhalation via the drain tube and bubble formation. The PLMA was then removed and reinserted without further assessment. For all patients, we used a fibrescope to determine the cause of unexplained airway obstruction after the PLMA was considered successfully inserted. Results: There were 627 patients (391 women, 236 men). We diagnosed glottic insertion in 38/627 (6.1%) patients, 37 by the soap membrane test and one with airway obstruction and direct fibreoptic visualization of malposition. Following glottic insertion, successful reinsertion of the PLMA behind the larynx was always associated with greater depth of insertion by an average 2.0 cm. Conclusion: Glottic insertion can be easily and quickly diagnosed and our results suggest the incidence and importance of malposition are under-reported in the literature.",0,0
