PMID,title,abstract,Include_cont,Include_abs
2265048,Factor analysis in difficult tracheal intubation: laryngoscopy-induced airway obstruction,"We have studied eight patients with a history of difficult tracheal intubation, using x-ray laryngoscopy and local anaesthesia, a curved Macintosh blade and a standard intubating position. The view obtained was better than recorded previously during general anaesthesia in two patients, and in a third the x-ray showed that positioning the blade tip beneath the epiglottis would have improved vision, suggesting that reproducibility of the assessment may not be consistent. The ""ease of intubation"" and ""complementary"" angles may be helpful in the assessment of such patients. A ""peardrop"" effect is described whereby during laryngoscopy, the epiglottis became pressed against the posterior pharyngeal wall as a result of tongue compression. In the absence of muscle paralysis, removal of the blade caused immediate correction. However, during anaesthesia with neuromuscular block it is suggested that this not only occurs more readily but, may not correct when the blade is removed. Iatrogenic airway obstruction during moderately difficult tracheal intubation may be common and should be anticipated.",0,0
17430592,Tumoral and non-tumoral trachea stenoses: evaluation with three-dimensional CT and virtual bronchoscopy,"Background: We evaluated the ability of 3D-CT and virtual bronchoscopy to estimate trachea stenosis in comparison to conventional axial CT and fiberoptic bronchoscopy, with a view to assist thoracic surgeons in depicting the anatomical characteristics of tracheal strictures. Methods: Spiral CT was performed in 16 patients with suspected tracheal stenoses and in 5 normal subjects. Tracheal stenoses due to an endoluminal neoplasm were detected in 13 patients, whilst post-intubation tracheal stricture was observed in the other 3 patients. Multiplanar reformatting (MPR), volume rendering techniques (VRT) and virtual endoscopy (VE) for trachea evaluation were applied and findings were compared to axial CT and fiberoptic bronchoscopy. The accuracy of the procedure in describing the localization and degree of stenosis was tested by two radiologists in a blinded controlled trial. Results: The imaging modalities tested showed the same stenoses as the ones detected by flexible bronchoscopy and achieved accurate and non-invasive morphological characterization of the strictures, as well as additional information about the extraluminal extent of the disease. No statistically significant difference was observed between the bronchoscopic findings and the results of axial CT estimations (P = 1.0). No statistically significant differences were observed between bronchoscopic findings and the MPR, VRT and VE image evaluations (P = 0.705, 0.414 and 0.414 respectively). Conclusion: CT and computed generated images may provide a high fidelity, noninvasive and reproducible evaluation of the trachea compared to bronchoscopy. They may play a role in assessment of airway patency distal to high-grade stenoses, and represent a reliable alternative method for patients not amenable to conventional bronchoscopy.",0,0
11698324,Case report: a normal capnogram despite esophageal intubation,"Purpose: To report a case of accidental esophageal intubation which could not be detected by capnography. Clinical features: A 43-yr-old man with osteogenic sarcoma of the mandible underwent mandibulectomy, radical neck dissection, reconstruction of the mandible and radiation therapy. He was scheduled for revision surgery to the mandible. He had a limited mouth opening and neck movement after operation and radiation. After the cuffed oropharyngeal airway (COPA) was inserted, anesthesia was induced with sevoflurane, and fibreoptic nasotracheal intubation attempted, but it was impossible to insert the fibrescope into the trachea because of a deformed larynx. While equipment for tracheostomy was prepared, one last attempt was made to insert the tube blindly into the trachea. The capnograph showed apparently normal carbon dioxide waveforms, and the reservoir bag inflated and deflated regularly. However, immediately after inflation of the cuff of the tracheal tube the reservoir bag movement stopped and CO(2) waveforms disappeared. Fibreoptic bronchoscopy showed that the tube was in fact in the esophagus. It was then noticed that the patient was still breathing spontaneously through the cuffed airway. The patient was awakened and tracheostomy performed. It was considered that egress of the expired gas was partially prevented by the cuffed airway, pooled in the oral cavity, aspirated down the esophagus during inspiration (likely to be due to negative intrathoracic pressure) and pushed out through the tube during expiration; inflation of the cuff prevented the gas entering the esophagus. Conclusion: Under such exceptional circumstances, apparently normal carbon dioxide waveforms were observed despite esophageal intubation in a spontaneously breathing patient.",0,0
23325943,One lung ventilation in a patient with an upper and lower airway abnormality,"One-lung ventilation for a thoracotomy procedure was achieved with the help of a endobronchial blocker in a young girl with limited mouth opening, minimal neck extension, and a distorted tracheo-bronchial anatomy. As the patient would not cooperate for an awake nasotracheal intubation despite adequate preperation, an inhalational anesthetic was used to make the patient unconscious, taking care that spontaneous breathing was maintained. Nasotracheal intubation was done with the help of a fiberoptic bronchoscope. A wire-guided Arndt endobronchial blocker was placed coaxially through the endotracheal tube using a fiberoptic bronchoscope. This case report highlights that in a scenario of both upper and lower airway distortion, a bronchial blocker positioned through a nasotracheal tube under fiberoptic guidance might be the best option when one-lung ventilation is required.",0,0
25403231,Role of anterior neck soft tissue quantifications by ultrasound in predicting difficult laryngoscopy,"Background: The aim of this study was to determine if ultrasound (US) measurements of anterior neck soft tissue thickness at hyoid bone (DSHB), thyrohyoid membrane (DSEM), and anterior commissure (DSAC) levels can be used to predict difficult laryngoscopy. Material/methods: We included 203 patients age 20-65 years scheduled to undergo general anesthesia in this prospective observational study. Correlation analysis and receiver operating characteristic curve (ROC) analysis were used to determine the roles of screening tests [interincisor gap (IIG), thyromental distance (TMD), modified Mallampati score (MMS)] and US measurements (DSHB, DSEM, DSAC) in predicting difficult laryngoscopy. Results: There were 28 out of 203 patients categorized as difficult laryngoscopy. DSHB, DSEM, DSAC, and MMS were greater in the difficult laryngoscopy group (P<0.0001). There was a strong positive correlation between DSEM and DSHB (r=0.74); moderate positive correlations between DSEM and DSAC (r=0.60), DSHB and DSAC (r=0.69); small positive correlations between MMS and DSHB (r=0.32), MMS and DSEM (r=0.27), MMS and DSAC (r=0.32), all P values £0.0001; very small positive correlation between TMD and IIG (r=0.18, P=0.0089); small negative correlation between IIG and MMS (r=-0.27, P=0.0001); and very small negative correlations between MMS and TMD (r=-0.20, P=0.004), IIG and DSAC (r=-0.18, P=0.011), IIG and DSHB (r=-0.15, P=0.034). The areas under the ROC curve (AUCs) of MMS, DSHB, DSEM, and DSAC were significantly larger compared with the reference line (P<0.0001). Conclusions: Anterior neck soft tissue thicknesses measured by US at hyoid bone, thyrohyoid membrane, and anterior commissure levels are independent predictors of difficult laryngoscopy. Combinations of those screening tests or risk factors with US measurements might increase the ability to predict difficult laryngoscopy.",0,0
19317709,A simple fibreoptic assisted laryngoscope for paediatric difficult intubation: a manikin study,"The fibreoptic assisted laryngoscope is a new airway device. We compared the fibreoptic assisted laryngoscope with the Bullard laryngoscope, Macintosh laryngoscope and fibreoptic bronchoscope in a manikin with a simulated Cormack and Lehane Grade 4 laryngoscopic view. Eighteen anaesthetists intubated the manikin's trachea using these devices and the success rate of intubation was measured. They were then asked to rate the subjective difficulty of intubation. The success rate (95% confidence interval) was 100% (94.6-100) with the fibreoptic assisted laryngoscope, 88.9% (80.5-97.3) using the Bullard laryngoscope, 37.0% (24.1-49.9) with the Macintosh laryngoscope, and 22.2% (11.1-33.3) using the fibreoptic bronchoscope. Tracheal intubation using the fibreoptic assisted laryngoscope or Bullard laryngoscope is easier than that using the Macintosh laryngoscope or fibreoptic bronchoscope by subjective difficulty score. All of the intubations were successful with the fibreoptic assisted laryngoscope without practice. These results suggest that fibreoptic assisted laryngoscope may be a useful tool for paediatric difficult intubation.",0,0
6625347,Flow-volume curves reflect pharyngeal airway abnormalities in sleep apnea syndrome,"Twenty-nine patients with disorders of excessive somnolence were evaluated with standard nocturnal polysomnography, fiberoptic laryngoscopy, and flow-volume curves. Twenty-two had evidence of obstructive sleep apnea (OSA) by polysomnography and most had abnormal flow-volume curves, supporting earlier observations. Three of 7 patients without obstructive sleep apnea also had abnormal curves. Fiberoptic nasopharyngoscopy was performed in the OSA group while awake to evaluate the upper airway. Sixteen patients of the OSA group demonstrated pharyngeal obstruction; 14 of those with visualized airway obstruction had flow-volume abnormalities. In the 6 patients of the OSA group with no significant visual obstruction, 5 had normal curves. The flow-volume curve appears to correlate with direct visual assessment of upper airway patency during wakefulness in those patients demonstrating obstruction during sleep.",0,0
19672184,Bedside prediction of airway length in adults and children,"Background: Malpositioning of the endotracheal tube within the airway leads to serious complications such as endobronchial intubation. Prediction of the correct depth of an endotracheal tube is important and should be individualized. The manubriosternal joint (MSJ) is on the same horizontal plane with the tracheal carina. We compared the straight length from the upper incisor to the MSJ in the fully extended position (incisor-MSJ extension length) with the length from the upper incisor to the carina after intubation with a flexible fiberoptic bronchoscope through the endotracheal tube in the neutral position (incisor-carina neutral length). Methods: One hundred adults and 50 children were studied. Induction of anesthesia was achieved with 1.5 mg/kg propofol and 0.6 mg/kg rocuronium IV. The incisor-MSJ extension length was measured after adequate mask ventilation. After intubation, the endotracheal tube was positioned properly at the upper incisor teeth, and the incisor-carina neutral length was measured with the fiberoptic bronchoscope at the carina. Results: The correlation between the incisor-MSJ extension length and the incisor-carina neutral length is significant (P < 0.001) in both adults and children. A formula for the regression line in adults (children) can be obtained as the incisor-carina neutral length (cm) = 0.868 (1.009) x the incisor-MSJ extension length (cm) + 4.260 (0.468) with a high coefficient of determination; r(2) = 0.88 (0.98). Conclusions: The airway length from the upper incisor to the carina in the neutral position can be predicted by the straight length from the upper incisor to the MSJ in the fully extended position.",0,0
26696483,[A clinical review of 3 cases of children with bronchial tumor],"Objective: To investigate the clinical characteristics of bronchial tumors in 3 children to improve the diagnosis of pediatric bronchial tumor. Methods: Three cases of children bronchial malignant tumors diagnosed by rigid bronchoscopy were analyzed retrospectively. Results: The 3 children were males, aged from 6 to 10 years old, and presented with cough, sputum, and fever symptoms for 1 day to 3 months. Chest CT scan and airway remodeling examinations indicated the children's main bronchi were blocked and then the diagnoses of bronchial foreign bodies were made. However bronchial tumors were found in the 3 children by rigid bronchoscopy and were determined as mucoepidermoid carcinoma, large cell lung carcinoma with rhabdoid phenotype, and inflammatory myofibroblastic tumor, respectively. Conclusions: Children with bronchial tumor often present with cough, wheezing and other respiratory symptoms that are not specific to bronchial tumor. When a child complaint of repeated cough and wheezing symptoms with unknown cause, not only bronchial foreign body and also bronchial tumor should be considered.",0,0
27068119,Acute emergency care and airway management of caustic ingestion in adults: single center observational study,"Background: Caustic ingestions are rare but potentially life-threatening events requiring multidisciplinary emergency approaches. Although particularly respiratory functions may be impaired after caustic ingestions, studies involving acute emergency care are scarce. The goal of this study was to explore acute emergency care with respect to airway management and emergency department (ED) infrastructures. Methods: We retrospectively evaluated adult patients after caustic ingestions admitted to our university hospital over a 10-year period (2005-2014). Prognostic analysis included age, morbidity, ingested agent, airway management, interventions (endoscopy findings, computed tomography (CT), surgical procedures), intensive care unit (ICU) admission, length of stay in hospital and hospital mortality. Results: Twenty-eight patients with caustic ingestions were included in the analysis of which 18 (64%) had suicidal intentions. Ingested agents were caustic alkalis (n = 22; 79%) and acids (n = 6; 21%). ICU admission was required in 20 patients (71%). Fourteen patients (50%) underwent tracheal intubation and mechanical ventilation, of which 3 (21%) presented with difficult airways. Seven patients (25%) underwent tracheotomy including one requiring awake tracheotomy due to progressive upper airway obstruction. Esophagogastroduodenoscopy (EGD) was performed in 21 patients (75%) and 11 (39%) underwent CT examination. Five patients (18%) required emergency surgery with a mortality of 60%. Overall hospital mortality was 18% whereas the need for tracheal intubation (P = 0.012), CT-diagnostic (P = 0.001), higher EGD score (P = 0.006), tracheotomy (P = 0.048), and surgical interventions (P = 0.005) were significantly associated with mortality. Conclusions: Caustic ingestions in adult patients require an ED infrastructure providing 24/7-availability of expertise in establishing emergent airway safety, endoscopic examination (EGD and bronchoscopy), and CT diagnostic, intensive care and emergency esophageal surgery. We recommend that - even in patients with apparently stable clinical conditions - careful monitoring of respiratory functions should be considered as long as diagnostic work-up is completed.",0,0
