PMID,title,abstract,Include_cont,Include_abs
19457894,"Avoidance of neuromuscular blocking agents may increase the risk of difficult tracheal intubation: a cohort study of 103,812 consecutive adult patients recorded in the Danish Anaesthesia Database","Background: Previous studies indicate that avoiding neuromuscular blocking agents (NMBAs) may be a risk factor for difficult tracheal intubation (DTI). We investigated whether avoiding NMBA was associated with DTI. Methods: A cohort of 103,812 consecutive patients planned for tracheal intubation by direct laryngoscopy was retrieved from the Danish Anaesthesia Database. We used an intubation score based upon the number of attempts, change from direct laryngoscopy to a more advanced technique, or intubation by a different operator. We retrieved data on age, sex, ASA physical status classification, priority of surgery, time of surgery, previous DTI, modified Mallampati score, BMI, and the use of NMBA. Using logistic regression, we assessed whether avoiding NMBA was associated with DTI. Results: The frequency of DTI was 5.1 [95% confidence interval (CI): 5.0-5.3]%. In a univariate analysis, avoiding NMBA was associated with DTI, odds ratio (OR) 1.52 (95% CI: 1.43-1.61)%, P<0.0001. Using multivariate analysis, avoiding NMBA was associated with DTI, OR 1.48 (95% CI: 1.39-1.58), P<0.0001. Among patients intubated using NMBA, a multivariate analysis identified patients anaesthetized with only non-depolarizing NMBA to be more at risk for DTI than those anaesthetized with depolarizing NMBA alone. Conclusions: Avoiding NMBA may increase the risk of DTI. However, confounding by indication may be a problem in this observational study and systematic reviews with meta-analysis or more randomized clinical trials are needed.",1,1
9602574,Preoperative assessment for difficult intubation in general and ENT surgery: predictive value of a clinical multivariate risk index,"Several clinical multifactorial indexes have been described for predicting difficult laryngoscopy or intubation, or both, mostly in general surgery, and less frequently in ENT surgery. The objective of this study was to develop and validate a single clinical index for prediction of difficulty in tracheal intubation in both ENT and general surgery. We studied a population of 1200 consecutive ENT and general surgical patients. Clinical criteria were tested using univariate and multivariate analysis. Difficult intubation was defined as requiring unusual techniques. Logistic regression identified seven criteria as independent predictors of difficult tracheal intubation; previous history of difficult intubation; pathologies associated with difficult intubation; clinical symptoms of pathological airway; inter-incisor gap and mandible luxation; thyromental distance; head and neck movement; and Mallampati's modified test. Point values were assigned to each of these factors in proportion to regression coefficients representing the relative weight of each predictive intubation difficulty factor, the sum comprising the score. The best predictive threshold was chosen using a receiver operating characteristic curve. We then prospectively studied and validated the score in a population of 1090 consecutive ENT and general surgery patients. The sensitivity and specificity of the predictions were 94% and 96% in general surgery, 90% and 93% in non-cancer ENT surgery, and 92% and 66% in ENT cancer surgery, respectively.",1,1
7576671,A study of radiologic imaging techniques and airway grading to predict a difficult endotracheal intubation,"Study objectives: To study whether a detailed radiographic examination of neck and upper airway can help identify normal looking patients in whom endotracheal intubation may be difficult; determine whether such parameters as identified by magnetic resonance imaging (MRI) can also be identified in a soft tissue radiograph; and to study the correlation between oropharyngeal appearance, based on Mallampati's classification, and laryngoscopic findings in a large number of patients requiring endotracheal intubation. Design: Prospective. Setting: University medical center. Patients: 20 adult patients in whom an unanticipated difficult endotracheal intubation was encountered, and a control group of 20 patients in whom endotracheal intubation was easily accomplished. Interventions: Difficult-to-intubate patients were identified according to prospectively established criteria. Control subjects, in whom the trachea was easily intubated, were matched for age, gender, height, weight, and oropharyngeal appearance. Measurements and main results: In all 40 study patients, a soft tissue radiograph and an MRI scan of the neck were obtained. We measured 21 parameters from both radiographic studies. There were no significant differences between the two groups in 20 of 21 measured parameters on MRI scans and soft tissue radiographs. Only one measurement--the distance between the uppermost visible part of the airway and the posterior pharyngeal wall (measured from MRI scans only)--between the two groups achieved statistical significance. The values recorded from MRI and soft tissue radiographs were not significantly different. Airway grading system first suggested by Mallampati had a fair correlation with laryngoscopy findings associated with a difficult endotracheal intubation. Conclusions: No significant difference between the two groups could be identified on soft tissue radiography or MRI scans.",1,1
20118795,Predicting difficult laryngoscopy in acromegaly: a comparison of upper lip bite test with modified Mallampati classification,"Upper lip bite test (ULBT) is a simple test for predicting difficult intubation. However, it has not been evaluated in acromegalic patients. The primary aim of this study was to compare ULBT with modified Mallampati classification (MMPC) to predict difficult laryngoscopy in acromegalic patients. Over a 5-year period, 64 acromegalic and 63 nonacromegalic patients presenting for excision of pituitary tumor were enrolled. Preoperative airway assessment was done using MMPC and the ULBT. Under anesthesia, laryngoscopic view was assessed using Cormack-Lehane (CL) grading. MMPC III/IV and ULBT grade III were considered predictive of difficult laryngoscopy that was defined as Cormack-Lehane grades III or IV. Difficult intubation was defined as more than 2 direct laryngoscopy attempts involving change of blade or use of bougie/fiberoptic bronchoscope/intubating laryngeal mask airway. Sensitivity, specificity, positive and negative predictive values, and accuracy of both tests in predicting difficult laryngoscopy were calculated. Incidence of difficult laryngoscopy and intubation in acromegalics were 24% and 11%, respectively. MMPC and ULBT predicted difficulty in 61% and 14% acromegalics, respectively. However, only 26% and 44% of the laryngoscopies predicted to be difficult by MMMC and ULBT, respectively, were actually difficult. MMPC failed to predict 33% of difficult laryngoscopies whereas ULBT failed to predict 73%. Neither test predicted difficulty in 33% laryngoscopies that turned out to be difficult. Twenty-seven percent of the difficult laryngoscopies were correctly predicted by both tests. In acromegalic group, MMPC was more sensitive, whereas ULBT was more specific. Sensitivity and accuracy of both tests were less in acromegalic patients compared with nonacromegalic controls.",1,1
24403616,Difficult laryngoscopy and intubation in the Indian population: An assessment of anatomical and clinical risk factors,"Background and aim: Differences in patient characteristics due to race or ethnicity may influence the incidence of difficult airway. Our purpose was to determine the incidence of difficult laryngoscopy and intubation, as well as the anatomical features and clinical risk factors that influence them, in the Indian population. Methods: In 330 adult patients receiving general anaesthesia with tracheal intubation, airway characteristics and clinical factors were determined and their association with difficult laryngoscopy (Cormack and Lehane grade 3 and 4) was analysed. Intubation Difficulty Scale score was used to identify degree of difficult laryngoscopy. Results: The incidence of difficult laryngoscopy and intubation was 9.7% and 4.5%, respectively. Univariate analysis showed that increasing age and weight, male gender, modified Mallampati class (MMC) 3 and 4 in sitting and supine positions, inter-incisor distance (IID) ≤3.5 cm, thyromental (TMD) and sternomental distance, ratio of height and TMD, short neck, limited mandibular protrusion, decreased range of neck movement, history of snoring, receding mandible and cervical spondylosis were associated with difficult laryngoscopy. Multivariate analysis identified four variables that were independently associated with difficult laryngoscopy: MMC class 3 and 4, range of neck movement <80°, IID ≤ 3.5 cm and snoring. Conclusions: We found an incidence of 9.7% and 4.5% for difficult laryngoscopy and difficult intubation, respectively, in Indian patients with apparently normal airways. MMC class 3 and 4, range of neck movement <80°, IID ≤ 3.5 cm and snoring were independently related to difficult laryngoscopy. There was a high incidence (48.5%) of minor difficulty in intubation.",1,1
20049576,Rapid sequence induction for appendectomies: a retrospective case-review analysis,"Purpose: Rapid sequence induction (RSI) with cricoid pressure is suggested to decrease the risk of aspiration of gastric contents. However, the effectiveness of RSI has been questioned, and the technique may lead to airway and hemodynamic complications. The purpose of this study was to determine the frequency of RSI use in patients with acute appendicitis, the types of drugs administered, and the occurrence of any complications. Methods: After approval by the Ethics Committee, the charts of patients undergoing appendectomy in a one-year period were examined retrospectively. Information was retrieved on Mallampati airway evaluation, airway device used, preoxygenation, RSI, and drugs at induction. Reported complications were noted, including airway difficulties, hypotension (systolic blood pressure < 80 mmHg) and hypertension (>160 mmHg) in the 20-min period after induction. Results: General anesthesia with tracheal intubation was used in 248 of 250 cases reviewed. The Mallampati airway evaluation, preoxygenation, and RSI were recorded as performed in 95, 94, and 81% of cases, respectively. Opioids, propofol, and neuromuscular blocking agents were given in 98, 98, and 99% of patients, respectively. Succinylcholine use was common (80%), with 96% of these patients receiving rocuronium precurarization. Difficult intubation with successful alternate technique was encountered in three patients (1.2%). Hypotension and hypertension occurred in 27% and 8% of patients, respectively. There were no documented cases of aspiration. Oxygen desaturation was mentioned in one case at induction and in three cases at emergence. Conclusion: An RSI with opioid, induction agent, and succinylcholine is the technique of choice for appendectomies at our institution. The frequency of airway complications is too low to recommend a change in practice.",1,1
21293546,Mallampati test as a predictor of laryngoscopic view,"Aim: To determine the accuracy of the modified Mallampati test for predicting difficult tracheal intubation. Design: A cross-sectional, clinical, observational, non-blinded study. A quality analysis of anesthetic care. Setting: Operating theatres and department of anesthesiology in a university hospital. Material and methods: Following the local ethics committee approval and patients' informed consent to anesthesia, all adult patients (> 18 yrs) presenting for any type of non-emergency surgical procedures under general anesthesia requiring endotracheal intubation were enrolled. Prior to anesthesia, Samsoon and Young's modification of the Mallampati test (modified Mallampati test) was performed. Following induction, the anesthesiologist described the laryngoscopic view using the Cormack-Lehane scale. Classes 3 or 4 of the modified Mallampati test were considered a predictor of difficult intubation. Grades 3 or 4 of the Cormack-Lehane classification of the laryngoscopic view were defined as impaired glottic exposure. The sensitivity, specificity, positive and negative predictive value, relative risk, likelihood ratio and accuracy of the modified Mallampati test were calculated on 2x2 contingency tables. Results: Of the total 1,518 patients enrolled, 48 had difficult intubation (3.2%). We failed to detect as many as 35.4% patients in whom glottis exposure during direct laryngoscopy was inadequate (sensitivity 0.646). Compared to the original article by Mallampati, we found lower specificity (0.824 vs. 0.995), lower positive predictive value (0.107 vs. 0.933), higher negative predictive value (0.986 vs. 0.928), lower likelihood ratio (3.68 vs. 91.0) and accuracy (0.819 vs. 0.929). Conclusion: When used as a single examination, the modified Mallampati test is of limited value in predicting difficult intubation.",1,1
21610502,"Short thyromental distance is a surrogate for inadequate head extension, rather than small submandibular space, when indicating possible difficult direct laryngoscopy","Context: Airway research in anaesthesia shows that the thyromental distance (TMD) as a predictor of difficult intubation is subject to variable sensitivity and specificity. Recently, its value in this regard has been questioned with calls for a redefinition of its role. Objective(s): To define the role of TMD as a predictor of possible difficult laryngoscopy. Design: A prospective observational study. Setting: A tertiary university teaching hospital. Patients or other participants: Two hundred and thirty-five consecutive patients (137 men), planned for endotracheal intubation anaesthesia, were enrolled in the study. Those who were edentulous, or had facial asymmetry, teeth protrusion, limited mouth opening, history of head and/or neck radiation therapy or any disorder, were excluded. Nobody was excluded once enrolled. Intervention(s): Preoperative straight-line morphometric measurements of the mandible and submandibular space (SMS) were taken by a measuring device and used to form a three-dimensional model of SMS. Sagittal dimensions of the SMS that determine the TMD were derived using trigonometric laws. Main outcome measures: Direct laryngoscopic view, assessed by a senior anaesthetist and classified according to Cormack/Lehane classification. Results: Thirty-two patients were reported to have 'limited laryngoscopic view'. The TMD had a sensitivity of 19% and a specificity of 97% as a predictor of laryngoscopic view. Among the factors that determine the magnitude of TMD, only the degree of head extension was significantly different between the two laryngoscopy groups. The other two factors (sagittal angulomental distance, representing mandibular growth, and sagittal angulothyroid distance, representing laryngeal descent in the neck) did not differ between the two groups. Also, the SMS volume did not differ between the two laryngoscopy groups. Conclusion: The role of the TMD in prediction of difficult laryngoscopy should be redefined from a variable representing the SMS volume to one acting as a surrogate for inadequate head extension.",1,1
21081769,Accurate classification of difficult intubation by computerized facial analysis,"Background: Bedside airway evaluation is conduced before anesthesia, but all current methods perform modestly, with low sensitivity and positive predictive value. We hypothesized that subjective features of patients' anatomies improve anesthesiologists' ability to predict difficult intubation, and derived a computer model to do so, based on analysis of photographs of patients' faces. Methods: Eighty male patients were divided into 2 equal cohorts for model derivation and validation. Each cohort consisted of 20 easy and 20 challenging intubations, defined as >1 attempt by an operator with at least 12 months of anesthesia experience, grade 3 or 4 laryngoscopic view, need for a second operator, or nonelective use of an alternative airway device. Photographs of each subject's face were analyzed by software that resolves each face into 61 facial proportions derived from an algorithm that models the face as a single point in a 50-dimensional eigenspace. Each parameter was tested for discriminatory ability by logistic regression, and combinations of 11 variables with P ≤ 0.1, plus Mallampati class and thyromental distance, were tested exhaustively by all possible binomial quadratic logistic regression models. Candidate models were cross-validated by maximizing the product of the area under the receiver operating characteristic curves obtained in the derivation and validation cohorts. Results: The best model included 3 facial parameters and thyromental distance. It correctly classified 70 of 80 subjects (P < 10(-8)). In contrast, the best combination of Mallampati class and thyromental distance correctly classified 47 of 80 (P = 0.073). Sensitivity, specificity, and area under the curve for the computer model were 90%, 85%, and 0.899, respectively. Conclusions: Computerized analysis of facial structure and thyromental distance can classify easy versus difficult intubation with accuracy significantly outperforming popular clinical predictive tests.",1,1
26166379,Prospective validation of the modified LEMON criteria to predict difficult intubation in the ED,"Background: Evidence to predict difficult intubation remains scarce in the emergency department (ED) setting. A previously defined clinical decision rule, the modified LEMON criteria, may provide a reliable and reproducible means of identifying difficult intubations. We aimed to prospectively evaluate the external validity of the modified LEMON criteria in the EDs. Methods: We conducted a 13-center prospective observational study, the second Japanese Emergency Airway Network study. We prospectively collected data on all patients undergoing intubations in the ED from February 2012 through September 2014. The primary outcomes were sensitivity, specificity, and predictive values of the modified LEMON criteria for predicting difficult intubation (≥2 attempts by emergency attending physicians or anesthesiologists). Results: The database recorded a total of 4034 encounters (capture rate, 96%) in the EDs. Of these, 3313 patients (84%) underwent the intubation attempt with a direct laryngoscope and 610 patients (16%) with a video laryngoscope. The proportion of difficult intubation was 5.4% (95% confidence interval [CI], 4.7%-6.2%) in the direct laryngoscope group and 7.4% (95% CI, 5.6%-9.7%) in the video laryngoscope group. The sensitivity was 85.7% (95% CI, 79.3%-90.4%) with direct laryngoscope and 94.9% (95% CI, 83.5%-98.6%) with video laryngoscope. The specificity was 47.6% (95% CI, 47.2%-47.9%) and 40.3% (95% CI, 39.4%-40.6%), respectively. The negative predictive value was 98.2% (95% CI, 97.5%-98.8%) and 99.0% (95% CI, 96.6%-99.7%), respectively. Conclusions: In this multicenter prospective study, we found a high sensitivity and a negative predictive value of the modified LEMON criteria for predicting difficult intubation. The modified LEMON might assist ED providers in better identifying difficult intubations.",1,1
2265048,Factor analysis in difficult tracheal intubation: laryngoscopy-induced airway obstruction,"We have studied eight patients with a history of difficult tracheal intubation, using x-ray laryngoscopy and local anaesthesia, a curved Macintosh blade and a standard intubating position. The view obtained was better than recorded previously during general anaesthesia in two patients, and in a third the x-ray showed that positioning the blade tip beneath the epiglottis would have improved vision, suggesting that reproducibility of the assessment may not be consistent. The ""ease of intubation"" and ""complementary"" angles may be helpful in the assessment of such patients. A ""peardrop"" effect is described whereby during laryngoscopy, the epiglottis became pressed against the posterior pharyngeal wall as a result of tongue compression. In the absence of muscle paralysis, removal of the blade caused immediate correction. However, during anaesthesia with neuromuscular block it is suggested that this not only occurs more readily but, may not correct when the blade is removed. Iatrogenic airway obstruction during moderately difficult tracheal intubation may be common and should be anticipated.",0,0
17430592,Tumoral and non-tumoral trachea stenoses: evaluation with three-dimensional CT and virtual bronchoscopy,"Background: We evaluated the ability of 3D-CT and virtual bronchoscopy to estimate trachea stenosis in comparison to conventional axial CT and fiberoptic bronchoscopy, with a view to assist thoracic surgeons in depicting the anatomical characteristics of tracheal strictures. Methods: Spiral CT was performed in 16 patients with suspected tracheal stenoses and in 5 normal subjects. Tracheal stenoses due to an endoluminal neoplasm were detected in 13 patients, whilst post-intubation tracheal stricture was observed in the other 3 patients. Multiplanar reformatting (MPR), volume rendering techniques (VRT) and virtual endoscopy (VE) for trachea evaluation were applied and findings were compared to axial CT and fiberoptic bronchoscopy. The accuracy of the procedure in describing the localization and degree of stenosis was tested by two radiologists in a blinded controlled trial. Results: The imaging modalities tested showed the same stenoses as the ones detected by flexible bronchoscopy and achieved accurate and non-invasive morphological characterization of the strictures, as well as additional information about the extraluminal extent of the disease. No statistically significant difference was observed between the bronchoscopic findings and the results of axial CT estimations (P = 1.0). No statistically significant differences were observed between bronchoscopic findings and the MPR, VRT and VE image evaluations (P = 0.705, 0.414 and 0.414 respectively). Conclusion: CT and computed generated images may provide a high fidelity, noninvasive and reproducible evaluation of the trachea compared to bronchoscopy. They may play a role in assessment of airway patency distal to high-grade stenoses, and represent a reliable alternative method for patients not amenable to conventional bronchoscopy.",0,0
11698324,Case report: a normal capnogram despite esophageal intubation,"Purpose: To report a case of accidental esophageal intubation which could not be detected by capnography. Clinical features: A 43-yr-old man with osteogenic sarcoma of the mandible underwent mandibulectomy, radical neck dissection, reconstruction of the mandible and radiation therapy. He was scheduled for revision surgery to the mandible. He had a limited mouth opening and neck movement after operation and radiation. After the cuffed oropharyngeal airway (COPA) was inserted, anesthesia was induced with sevoflurane, and fibreoptic nasotracheal intubation attempted, but it was impossible to insert the fibrescope into the trachea because of a deformed larynx. While equipment for tracheostomy was prepared, one last attempt was made to insert the tube blindly into the trachea. The capnograph showed apparently normal carbon dioxide waveforms, and the reservoir bag inflated and deflated regularly. However, immediately after inflation of the cuff of the tracheal tube the reservoir bag movement stopped and CO(2) waveforms disappeared. Fibreoptic bronchoscopy showed that the tube was in fact in the esophagus. It was then noticed that the patient was still breathing spontaneously through the cuffed airway. The patient was awakened and tracheostomy performed. It was considered that egress of the expired gas was partially prevented by the cuffed airway, pooled in the oral cavity, aspirated down the esophagus during inspiration (likely to be due to negative intrathoracic pressure) and pushed out through the tube during expiration; inflation of the cuff prevented the gas entering the esophagus. Conclusion: Under such exceptional circumstances, apparently normal carbon dioxide waveforms were observed despite esophageal intubation in a spontaneously breathing patient.",0,0
