PMID,title,abstract,Include_cont,Include_abs
26206397,Changes in difficult airway predictors following mandibular setback surgery,"The aim of this study was to determine the effect of surgical mandibular backward movements on the predictors of a difficult airway. Thirty-seven skeletal class III patients were included in this study. The Mallampati score, body mass index (BMI), maximal inter-incisal distance, and thyromental and sternomental distances of these patients were evaluated preoperatively and at 6 months and 2 years postoperatively. A sagittal split ramus osteotomy (SSRO) without genioplasty was performed in all patients by the same surgical team, and anaesthesia was provided by the same anaesthesiologist using nasotracheal intubation. The paired samples t-test and Wilcoxon signed-rank test were used for statistical comparisons of the data. There were no statistically significant changes in BMI or sternomental and thyromental distances after SSRO. The maximal inter-incisal distance was significantly reduced at 6 months postoperatively (P<0.05), but no statistical difference was found between the values obtained preoperatively and at 2 years postoperative. A statistically significant increase in Mallampati score was observed postoperatively (P<0.05). Both the patient and practitioner should be aware of the risks associated with an increased postoperative Mallampati score in mandibular setback patients. The amount of mandibular setback in skeletal class III patients with a high preoperative Mallampati score should be limited to prevent potential postoperative airway problems.",0,0
10172477,How should an unconscious person with a suspected neck injury be positioned?,"Introduction: Awareness of the risk of spinal-cord damage in moving an unconscious person with a suspected neck injury into the ""lateral recovery position,"" coupled with the even greater risk of inadequate airway management if the person is not moved, has resulted in a suggested modification to the lateral recovery position for use in this circumstance. Hypothesis: It is proposed that the modification to the lateral recovery position reduces movement of the neck. In this modification, one of the patient's arms is raised above the head (in full abduction) to support the head and neck. The position is called the ""HAINES modified recovery position."" HAINES is an acronym for High Arm IN Endangered Spine. Methods: Neck movements in two healthy volunteers were measured by the use of video-image analysis and radiographic studies when the volunteers were rolled from the supine position to both the lateral recovery position and the HAINES modified recovery position. Results: For both subjects, the total degree of lateral flexion of the cervical spine in the HAINES modified recovery position was less than half of that measured during use of the lateral recovery position (while an open airway was maintained in each). Conclusion: An unconscious person with a suspected neck injury should be positioned in the HAINES modified recovery position. There is less neck movement (and less degree of lateral angulation) than when the lateral recovery position is used, and, therefore, HAINES use carries less risk of spinal-cord damage.",0,0
24871114,[Validity of airway predictors in outpatient medicine],"Isolation of the airway sometimes determines the survival or death of the patient. To anticipate the presence of a difficult airway (DA) there are a number of indicators that are validated for hospitals: Mallampati, sternum and thyromental distance, interdental distance and Cormack grade. The aim of this study is to evaluate the use of these indicators in the ambulatory setting and to know the incidence of DA. This data was collected from 324 intubations. Most patients were males (65.2%). The average age of the population was 63 years and no significant difference in age between DA and DA was found. A DA presence of 20.7% was objectified and an alternative device utilization of 21.4%. The thyromental distance was abnormal in 59% of patients and sternomentonal distance in 56.4% but neither showed an association with the presence of DA (p = 0.681 and p = 0.415 respectively). Interdental distance was less than 3 cm if presence is associated with DA (p = 0.005). The sensitivity and specificity of all measures are low. According to our series the sternum and thyromental distance are not useful in the ambulatory setting, but interdental distance is useful for predicting a DA.",0,0
16246268,Purification of full-length human pregnane and xenobiotic receptor: polyclonal antibody preparation for immunological characterization,"Pregnane and Xenobiotic Receptor (PXR; or Steroid and Xenobiotic Receptor, SXR), a new member of the nuclear receptor superfamily, is thought to modulate a network of genes that are involved in xenobiotic metabolism and elimination. To further explore the role of PXR in body's homeostatic mechanisms, we for the first time, report successful prokaryotic expression and purification of full-length PXR and preparation of polyclonal antibody against the whole protein. The full-length cDNA encoding a 434 amino acids protein was sub-cloned into prokaryotic expression vector, pET-30b and transformed into E. coli BL21(DE3) cells for efficient over expression. The inclusion body fraction, containing the expressed recombinant protein, was purified first by solubilizing in sarcosine extraction buffer and then by affinity column chromatography using Ni-NTA His-Bind matrix. The efficacy of anti-PXR antibody was confirmed by immunocytology, Western blot analysis, EMSA and immunohistochemistry. The antibody obtained was capable of detecting human and mouse PXR with high specificity and sensitivity. Immunofluorescence staining of COS-1 cells transfected with human or mouse PXR showed a clear nuclear localization. Results from immunohistochemistry showed that level of PXR in liver sections is immunologically detectable in the nuclei. Similar to exogenously transfected PXR, Western blot analysis of cell extract from HepG2 and COLO320DM cells revealed a major protein band for endogenous PXR having the expected molecular weight of 50 kDa. Relevance of other immunodetectable bands with reference to PXR isoforms and current testimony are evaluated. Advantages of antibody raised against full-length PXR protein for functional characterization of receptor is discussed and its application for clinical purposes is envisaged.",0,0
25935297,Evaluation of heavy metals in hazardous automobile shredder residue thermal residue and immobilization with novel nano-size calcium dispersed reagent,"This study was conducted to synthesize and apply a nano-size calcium dispersed reagent as an immobilization material for heavy metal-contaminated automobile shredder residues (ASR) dust/thermal residues in dry condition. Simple mixing with a nanometallic Ca/CaO/PO4 dispersion mixture immobilized 95-100% of heavy metals in ASR dust/thermal residues (including bottom ash, cavity ash, boiler and bag filter ash). The quantity of heavy metals leached from thermal residues after treatment by nanometallic Ca/CaO/PO4 was lower than the Korean standard regulatory limit for hazardous waste landfills. The morphology and elemental composition of the nanometallic Ca/CaO-treated ASR residue were characterized by field emission scanning election microscopy combined with electron dispersive spectroscopy (FE-SEM/EDS). The results indicated that the amounts of heavy metals detectable on the ASR thermal residue surface decreased and the Ca/PO4 mass percent increased. X-ray diffraction (XRD) pattern analysis indicated that the main fraction of enclosed/bound materials on ASR residue included Ca/PO4- associated crystalline complexes, and that immobile Ca/PO4 salts remarkably inhibited the desorption of heavy metals from ASR residues. These results support the potential use of nanometallic Ca/CaO/PO4 as a simple, suitable and highly efficient material for the gentle immobilization of heavy metals in hazardous ASR thermal residue in dry condition.",0,0
26939430,"[PROGNOSTICATION OF ""HARD"" TRACHEAL INTUBATION IN PATIENTS, SUFFERING PURULENT-INFLAMMATORY DISEASES OF THE JAW-FACIAL REGION]","Clinical follow-up was conducted in 75 patients, to whom the operation and intensive therapy were performed in 2006-2015 yrs for phlegmon of the neck. Difficulties while providing passability of respiratory ways have occurred in 73.3% patients. It was established, that the predictors of ""hard"" tracheal intubation in patients, operated on for cervical phlegmon, are follows: the cervical tissues oedema, restriction of the mouth opening lesser than 3 cm, odontogenous phlegmon of oral cavity and the neck, rigid epiglottis, the larynx oedema. Presence of these factors demands application of endoscopic methods for tracheal intubation in such patients.",0,0
26790624,Teaching basic lung isolation skills on human anatomy simulator: attainment and retention of lung isolation skills,"Background: Lung isolation skills, such as correct insertion of double lumen endobronchial tube and bronchial blocker, are essential in anesthesia training; however, how to teach novices these skills is underexplored. Our aims were to determine (1) if novices can be trained to a basic proficiency level of lung isolation skills, (2) whether video-didactic and simulation-based trainings are comparable in teaching lung isolation basic skills, and (3) whether novice learners' lung isolation skills decay over time without practice. Methods: First, five board certified anesthesiologist with experience of more than 100 successful lung isolations were tested on Human Airway Anatomy Simulator (HAAS) to establish Expert proficiency skill level. Thirty senior medical students, who were naive to bronchoscopy and lung isolation techniques (Novice) were randomized to video-didactic and simulation-based trainings to learn lung isolation skills. Before and after training, Novices' performances were scored for correct placement using pass/fail scoring and a 5-point Global Rating Scale (GRS); and time of insertion was recorded. Fourteen novices were retested 2 months later to assess skill decay. Results: Experts' and novices' double lumen endobronchial tube and bronchial blocker passing rates showed similar success rates after training (P >0.99). There were no differences between the video-didactic and simulation-based methods. Novices' time of insertion decayed within 2 months without practice. Conclusion: Novices could be trained to basic skill proficiency level of lung isolation. Video-didactic and simulation-based methods we utilized were found equally successful in training novices for lung isolation skills. Acquired skills partially decayed without practice.",0,0
8093140,Excursions of the cervical spine during tracheal intubation: blind oral intubation compared with direct laryngoscopy,"The most appropriate technique for performing tracheal intubation in patients with cervical spine injury is debatable. Recently, a new device enabling blind oral intubation (Augustine Guide) with the patient's head and neck in the neutral position has been introduced. The aim of this study was to compare the extent of upper cervical spine movement during intubation with this device compared to direct laryngoscopy. Twelve patients (Mallampati I and II), without a cervical spine injury, were intubated using the Augustine Guide and afterwards by direct laryngoscopy. Both procedures were viewed radiographically. Extension in the upper cervical spine was determined at the point of the maximum excursion. By evaluating the joints occiput-C3 together as a functional unit, blind oral intubation caused 17 degrees (median) less extension compared to direct laryngoscopy (p < 0.01). The median differences observed for the individual joints were: 7 degrees in occiput-C1 (p < 0.05), 5 degrees in C1-2 (p < 0.01) and 6 degrees in C2-3 (p < 0.01) respectively. Since we assume that intubation-induced excursions of the injured spine are even higher, blind oral intubation might be a safe alternative for airway management in this special group of trauma victims.",0,0
9203882,The use of paraglossal straight blade laryngoscopy in difficult tracheal intubation,"In 10 cases of unexpected difficult tracheal intubation using the Macintosh laryngoscope blade, the larynx could not be seen. In each case, a good view was achieved using the Miller blade lateral to the tongue, which enabled tracheal intubation under direct vision. The results achieved using narrow, low-profile straight laryngoscope blades with this technique are reviewed. The improved view obtained with this technique is a consequence of reduced tongue compression as compared with the Macintosh technique. This leads both to an improved line of sight, and to a reduced risk of backward displacement of the tongue and epiglottis. In addition, the molar or retromolar variation of the technique reduces the intrusion of maxillary structures into the line of sight, so that a better view of the larynx is achieved for a given degree of soft tissue compression. Paraglossal straight blade laryngoscopy may have an advantage over use of the Macintosh technique when intubation proves unexpectedly difficult. It is perhaps time to question standard teaching about the role of the curved blade in such patients or, more particularly, whether the technique of laryngoscopy as currently taught is optimal. The paraglossal straight blade technique needs to be practised in routine intubation before it can be used with confidence in difficult cases.",0,0
20535016,"A Phase IIIb, randomized, double-blind, placebo-controlled, multicenter study evaluating the safety and efficacy of dexmedetomidine for sedation during awake fiberoptic intubation","GABA-mediated sedatives have respiratory depressant properties that may be detrimental in patients with difficult airways. In this randomized, double-blind, multicenter, Phase IIIb Food and Drug Administration study, safety and efficacy of dexmedetomidine compared with placebo were evaluated as the primary sedative for awake fiberoptic intubation (AFOI). Patients were randomized to receive dexmedetomidine or saline. Patients were sedated with dexmedetomidine or rescue midazolam to achieve targeted sedation (Ramsay Sedation Scale ≥ 2) before topicalization and throughout AFOI. Primary efficacy endpoint was percentage of patients requiring rescue midazolam; secondary efficacy endpoints were total dose of rescue midazolam, percentage requiring additional rescue nonmidazolam medications, anesthesiologist's assessment of ease of subject care, and patient recall and satisfaction 24 hours postoperatively. Less rescue midazolam was required to maintain Ramsay Sedation Scale ≥2 (47.3% vs. 86.0%, P < 0.001), and supplemental midazolam dose was lower (1.07 ± 1.5 mg vs. 2.85 ± 3.0 mg, P < 0.001) with dexmedetomidine compared with placebo. More Mallampati Class IV patients treated with dexmedetomidine were successfully intubated without midazolam than with placebo (66.7% vs. 8.3%, P = 0.009). Dexmedetomidine decreased blood pressure and heart rate compared with placebo patients sedated with midazolam. Patients and anesthesiologists showed favorable satisfaction responses in both groups. Adverse events and patient recall were similar in both groups. Dexmedetomidine is effective as the primary sedative in patients undergoing AFOI. Some patients may require small supplemental doses of midazolam, in addition to dexmedetomidine, to achieve sufficient sedation for AFOI. Dexmedetomidine provides another AFOI option for sedation of patients with difficult airways.",0,0
